,location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
287,"København, Hovedstaden",5657,3,"['COVID19', 'dkøko', 'dkbiz']",2021-08-16 07:52:02,wauw   holder ikke længere øko nede  for kort tid siden var vi ramt af restriktioner og mangel på efterspørgsel  mangel på materialer og arbejdskraft er nu de største udfordringer  siger    ,-7.0
288,Studying ,903,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 07:51:39,reminder      ,0.0
289,,6256,4,"['ZeroCovid', 'NoCovid', 'DenmarkCanBeZero', 'COVID19', 'StrategiskiftNU', 'dkpol', 'Masks', 'Mundbind', 'Delta']",2021-08-16 07:49:19,the international federation of red cross and red crescent societies siger det her  men her i danmark er covid   forbi             ,0.0
290,#eUSSR-vassalstate denmark,48495,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 07:45:57,ansigtsmasker har som bekendt ingen dokumenterbar effekt på smittespredning af coronavirus   heller ikke i malaysia   / /   betyder                    ,0.0
291,"København, Danmark",483,4,"['ZeroCovid', 'NoCovid', 'DenmarkCanBeZero', 'COVID19', 'StrategiskiftNU', 'dkpol', 'Masks', 'Mundbind', 'Delta']",2021-08-16 07:39:37,the international federation of red cross and red crescent societies siger det her  men her i danmark er covid   forbi             ,0.0
292,Berlin,73360,1,"['Covid19dk', 'dkpol', 'GreenNewDeal']",2021-08-16 07:20:09,sandheden kom frem ved en fejl  mulige bivirkninger af  vaccinkandidater  encephalitis meningitis epilepsi hjerteanfald hjertemuskelbetændelse graviditet og fødselsproblemer osv   videnskabsmanden tænker ikke politisk  fundereren tænker politisk    ,-4.0
293,,29,0,"['covid19dk', 'dkmedier']",2021-08-16 06:58:40,og her figuren på måneder  fra samme nyt fra    der viser fald i underretninger i martsmaj      ,0.0
294,Danmark,1379,0,[],2021-08-16 06:56:25,deltavariant  dobler risiko for i indlæggelse    loool    nye fede løgne,-5.0
295,Koyunları Güden Çomar,73508,1,"['Covid19dk', 'dkpol', 'GreenNewDeal']",2021-08-16 06:54:35,sandheden kom frem ved en fejl  mulige bivirkninger af  vaccinkandidater  encephalitis meningitis epilepsi hjerteanfald hjertemuskelbetændelse graviditet og fødselsproblemer osv   videnskabsmanden tænker ikke politisk  fundereren tænker politisk    ,-4.0
296,"Copenhagen, Denmark",70568,0,[],2021-08-16 06:51:16, du har åbenbart glemt hvor pinligt trump var  hans optræden under covid   pandemien i      var værre og har kostet flere     tusinde menneskeliv ,-6.0
297,,638,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 06:49:08,ansigtsmasker har som bekendt ingen dokumenterbar effekt på smittespredning af coronavirus   heller ikke i malaysia   / /   betyder                    ,0.0
298,"Frederiksberg, Denmark",3777,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 06:46:05,ansigtsmasker har som bekendt ingen dokumenterbar effekt på smittespredning af coronavirus   heller ikke i malaysia   / /   betyder                    ,0.0
299,,651,2,['COVID19dk'],2021-08-16 06:44:14,jeg vil anbefale alle til  at se denne video  det er en opsummering af begivenhedernes gang siden       og den får tingene til at hænge sammen  se den hele  det vil være en øjenåbner for de fleste   ,2.0
300,,1758,0,[],2021-08-16 06:34:49, vaccinen vil ikke slå folk ihjel  derimod skabe behov for nye vacciner og dermed flere $ ligsom covid   virus ingen interesse i at slå sin vært ihjel  derimod holde ham/hende i live og sprede så meget vira som muligt  derfor bliver varianterne mindre dødelige men mere smittende,-1.0
301,,2383,0,[],2021-08-16 06:27:46,  der er sager nok og tag af  folkeskolen  covid    minksag for bare at nævne nogle ganske få,0.0
302,,10201,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 05:12:50,reminder      ,0.0
303,Danmark,34279,2,[],2021-08-16 04:53:00,ser til min mindste overraskelse  at alle eksperterne på covid  vaccineringen/klimaforandringerne/ligestilling og skattelovgivning naturligvis også er eksperter på afghanistan og udenrigspolitik ,0.0
304,"Stavanger, Norge",56724,2,[],2021-08-16 04:21:35,ser til min mindste overraskelse  at alle eksperterne på covid  vaccineringen/klimaforandringerne/ligestilling og skattelovgivning naturligvis også er eksperter på afghanistan og udenrigspolitik ,0.0
305,Unceded Coast Salish territory,5468,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 04:11:35,reminder      ,0.0
306,,8618,2,"['BeskytBørneneModCovid19', 'ProtectTheKids', 'SikreSkoler', 'COVID19', 'dkpol']",2021-08-16 04:07:01, / børnelæger i usa slår alarm  rekord mange børn er indlagt med covid   særligt hospitalerne i florida  texas  alabama og mississippi  er hårdt ramt    ørnenemodcovid      ,-4.0
307,,220220,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 02:31:34,reminder      ,0.0
308,"Langley, British Columbia",84467,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 02:27:02,reminder      ,0.0
309,Vancouver BC,13428,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 02:19:03,reminder      ,0.0
310,British Columbia Canada,27125,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 02:11:35,reminder      ,0.0
311,,3450,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 02:11:23,reminder      ,0.0
312,,620,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 01:55:55,reminder      ,0.0
313,"British Columbia, Canada 🇨🇦",15665,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 01:53:53,reminder      ,0.0
314,Canada,9922,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 01:30:36,reminder      ,0.0
315,Unceded Coast Salish lands ,9294,11,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-16 01:21:25,reminder      ,0.0
316,"Kalundborg, Danmark",18382,23,['covid19dk'],2021-08-16 00:49:14,med deltavarianten og børnene tilbage i skolerne kan vi forvente et efterår med nye smitteudbrud  og smittespredning blandt børn kan faktisk være en fordel  mener    er uenig   ,2.0
317,"Kalundborg, Danmark",18382,1,[],2021-08-16 00:44:28, de fleste virusser er kinesiske  forskellen er bare at andre virusser blev stoppet  mens covid   blev ikke  spiller ingen rolle hvad kina vil og ikke vil  deres løgn/mørklægning har forårsaget verdenskaos  splid og tæt på     mill dødsfald  det menes være kriminel handling ,-7.0
318,København,33254,0,[],2021-08-15 23:32:19,sarscov  findes ikke i reallife   det er en computer konstruktion  baseret på stumper af gensekvenser  trukket ud af lungevæske  herefter tilsat andre substanser  hæftet sammen i computeren  fotograferet  og antaget at forårsage en ny sygdom covid    ,-2.0
319,Copenhagen,361,23,['covid19dk'],2021-08-15 22:45:39,med deltavarianten og børnene tilbage i skolerne kan vi forvente et efterår med nye smitteudbrud  og smittespredning blandt børn kan faktisk være en fordel  mener    er uenig   ,2.0
320,Nordic,53547,2,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 20:15:25,   de her personer sidder i bestyrelsen for tjekdet  det er dem der har ansvaret for denne amatøragtige konstruktion  og mindst én af dem har også deltaget i forarbejdet         ,0.0
321,Nordic,53547,8,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 20:15:20,   punkt   fortjener speciel fokus  der er i allerhøjeste grad behov for et fakta tjek af de såkaldte fakta tjekkere   hvorfor betaler vi til tjekdet med en bevilling fra folketingets finansudvalg         ,0.0
322,Nordic,53547,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 20:15:14,   her kan du se  hvem det er  der faktatjekker på tjekdet   nogle nyuddannede journalister med undtagelse af én  en bachelor og en bachelorstuderende   konstruktionen er dybt useriøs         ,-2.0
323,"Boston, MA",42,8,"['covid19', 'dkmedier']",2021-08-15 20:06:41,i sidste uge blev       børn indlagt med  i   hvor delta varianten raser   derfor forkert når  påstår  børn bliver ikke alvorligt syge af coronavirus i     ,-5.0
324,Denmark,4513,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 20:04:57,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
325,,93,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 19:58:53,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
326,,1090,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 19:58:08,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
327,Earth,4146,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 19:43:32,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
328,Danmark,6911,3,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 19:41:58,   læs om fakta tjekkernes misinformation med specielt fokus på newsguard   the truth is best sought through the marketplace of ideas where reason and evidence are the weapons of choice         ,-2.0
329,Danmark,6911,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 19:41:12,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
330,കേരളം,849889,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 19:39:41,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
331,København,33254,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 19:39:41,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
332,Denmark DK Europe Earth Heart,98398,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 19:22:43,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
333,,18010,2,"['Oklahoma', 'COVID', 'COVID19']",2021-08-15 19:06:35, hundreds protest mask  vaccine mandates at  state capitol   ,-2.0
334,Serbia-Belgrade,1771,2,"['Oklahoma', 'COVID', 'COVID19']",2021-08-15 18:53:36, hundreds protest mask  vaccine mandates at  state capitol   ,-2.0
335,#RemoteWork #Boston ,1043414,2,"['Oklahoma', 'COVID', 'COVID19']",2021-08-15 18:49:58, hundreds protest mask  vaccine mandates at  state capitol   ,-2.0
336,Copenhagen,2382,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 18:46:12,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
337,"Charlottenlund, Denmark",7823,4,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 18:34:27,   ud over statsfinansieringen er tjekdet finansieret af facebook som tredjepartsfaktatjekker  åbenbart med honorering pr  artikel   facebook  som retter ind efter regeringens ønsker for at beskytte virksomheden        ,3.0
338,Danmark,45047,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 18:30:12,   her kan du se  hvem det er  der faktatjekker på tjekdet   nogle nyuddannede journalister med undtagelse af én  en bachelor og en bachelorstuderende   konstruktionen er dybt useriøs         ,-2.0
339,Danmark,45047,8,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 18:20:55,   punkt   fortjener speciel fokus  der er i allerhøjeste grad behov for et fakta tjek af de såkaldte fakta tjekkere   hvorfor betaler vi til tjekdet med en bevilling fra folketingets finansudvalg         ,0.0
340,København,33254,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 18:20:14,   her kan du se  hvem det er  der faktatjekker på tjekdet   nogle nyuddannede journalister med undtagelse af én  en bachelor og en bachelorstuderende   konstruktionen er dybt useriøs         ,-2.0
341,København,33254,4,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 18:18:27,   ud over statsfinansieringen er tjekdet finansieret af facebook som tredjepartsfaktatjekker  åbenbart med honorering pr  artikel   facebook  som retter ind efter regeringens ønsker for at beskytte virksomheden        ,3.0
342,Danmark,93130,1,"['COVID19dk', 'twitterhjerne']",2021-08-15 18:01:02,    børn i texas indlagt med covid på bare én dag  for få måneder siden var tallet ca     man kan læse meget om mangel på restriktioner og delta i texas  men nogen der har hørt teorier om  hvorfor børn bliver hårdt ramt nu    ,-4.0
343,"København, Danmark",1490,1,"['COVID19dk', 'twitterhjerne']",2021-08-15 18:00:12,    børn i texas indlagt med covid på bare én dag  for få måneder siden var tallet ca     man kan læse meget om mangel på restriktioner og delta i texas  men nogen der har hørt teorier om  hvorfor børn bliver hårdt ramt nu    ,-4.0
344,København,33254,8,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 17:52:27,   punkt   fortjener speciel fokus  der er i allerhøjeste grad behov for et fakta tjek af de såkaldte fakta tjekkere   hvorfor betaler vi til tjekdet med en bevilling fra folketingets finansudvalg         ,0.0
345,København,33254,2,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 17:52:14,   de her personer sidder i bestyrelsen for tjekdet  det er dem der har ansvaret for denne amatøragtige konstruktion  og mindst én af dem har også deltaget i forarbejdet         ,0.0
346,København,33254,3,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 17:51:24,   læs om fakta tjekkernes misinformation med specielt fokus på newsguard   the truth is best sought through the marketplace of ideas where reason and evidence are the weapons of choice         ,-2.0
347,Danmark,45047,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 17:50:04,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
348,"San Diego, CA",10094,0,"['Afghanistan', 'COVID19']",2021-08-15 17:39:15, og    nej  søren vil bare have sin kaffe i en kop ,-1.0
349,,217,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 17:33:32,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
350,Denmark,4513,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 17:28:15,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
351,København,33254,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 17:26:56,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
352,Danmark,724,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 16:08:23,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
353,"Frederiksberg, Denmark",3777,3,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 15:54:22,   læs om fakta tjekkernes misinformation med specielt fokus på newsguard   the truth is best sought through the marketplace of ideas where reason and evidence are the weapons of choice         ,-2.0
354,Denmark,4285,2,['COVID19'],2021-08-15 15:47:12,når  spreder sig hos børn handler det om mere end sygdom    skolerne bliver allerede lukket ned igen fordi delta varianten ikke er til at kontrollere    ,-1.0
355,"Roskilde, Danmark",2351,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 15:43:06,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
356,,10915,0,[],2021-08-15 15:07:20,    præcis  og covid   sparket gang i spændende diskussioner  hvor meget har været nødt til at være antagelsesdrevet; og forskellige landes statistikbureauet har lagt sig ret forskellige steder ,5.0
357,Nordic,53547,15,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 15:00:32,det er klart  at vaccinerne fremmer selektion af ufølsomme varianter  men det er vigtigt at de vaccinerede ikke gøres til syndebukke   de ansvarlige er de inkompetente regeringer og sundhedsmyndigheder         ,-2.0
358,"Shajapur, India",18852,0,['COVID19'],2021-08-15 14:24:13, hb    aug      ,0.0
360,,1976,1,"['covid19dk', 'dkpol']",2021-08-15 14:17:01,værd at have for øje ift  hospitaliseringen af børn  befolkningens underliggende sundhedsstatus er også af stor betydning for hospitaliseringen hos børn       ,4.0
361,"Hovedstaden, Danmark",2985,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 13:59:25,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
362,,229,10,['COVID19'],2021-08-15 13:40:27,var i vollsmose i aftes for at holde oplæg og svare på spørgsmål om  til borgermøde  mange gode  velovervejede og dybt relevante spørgsmål som nok kunne have været adresseret for længe siden   folkesundhed handler også om at kende sin epidemi &amp; dem der rammes hårdest ,0.0
363,,1688,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 13:38:18,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
364,Danmark,45047,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 13:23:29,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
365,Copenhagen,1568,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 13:18:26,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
366,Danmark,45047,10,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 13:17:37,er der danske politikere og sundhedsmyndigheder  der nu med snart    mdrs  latenstid vil begynde at forholde sig til virkeligheden          ,0.0
367,Denmark,4046,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 13:03:15,   her kan du se  hvem det er  der faktatjekker på tjekdet   nogle nyuddannede journalister med undtagelse af én  en bachelor og en bachelorstuderende   konstruktionen er dybt useriøs         ,-2.0
368,Denmark,1971,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 12:56:31,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
369,,6617,4,"['dkaid', 'dkpol']",2021-08-15 12:55:36,haiti har brug for vores hjælp efter det ødelæggende jordskælv    haiti kæmper også med enorm høj fattigdom  en politisk krise  covid   og en tropisk storm er på vej   vi er i dialog med vores kollegaer på stedet om behov for hjælp  appel er på vej     ,-4.0
370,,41057,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 12:39:34,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
371,Danmark,45047,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 12:37:57,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
372,Denmark,2819,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 12:37:08,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
373,Denmark,2563,0,"['sygeplejersker', 'covid19dk', 'sundpol']",2021-08-15 12:32:01,uanset at  formentlig taber strejken så vil de tjene den tabte arb fortjeneste hjem igen på overarb  resten af året  under krisen tjente de kassen på overtid som de fik råd til at strejke for  økon  vinder de uanset hvad   ,-2.0
374,കേരളം,849889,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 12:29:17,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
375,,68,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 12:29:17,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
376,"Samsø, Denmark",35056,0,"['covid19dk', 'cvdgdk']",2021-08-15 12:22:51,dagens  tal d    /   ét dødsfald registreret i dag og     nye tilfælde af infektion med sars   der blev foretaget godt        tests  så tpr bliver      ‰  lidt under ugegennemsnittet på    ‰      indlagte patienter og sølle      førstegangs vax  ihad    ,0.0
377,"Hovedstaden, Danmark",2804,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 12:17:21,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
378,,8882,0,['covid19dk'],2021-08-15 11:59:04, /   breaking  nye coronatal i dk    positive tests seneste døgn       i går       tests  pcr  seneste døgn         gns    dage         positiv  pcr  seneste døgn        gns    dage        døde seneste døgn     i alt         kilde   ,1.0
379,Worldwide,3590,2,"['BeskytBørneneModCovid19', 'ProtectTheKids', 'SikreSkoler', 'COVID19', 'dkpol']",2021-08-15 11:54:22, / børnelæger i usa slår alarm  rekord mange børn er indlagt med covid   særligt hospitalerne i florida  texas  alabama og mississippi  er hårdt ramt    ørnenemodcovid      ,-4.0
380,Blizzard Store,5246,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:51:36,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
381,"Copenhagen, Denmark",107,2,"['BeskytBørneneModCovid19', 'ProtectTheKids', 'SikreSkoler', 'COVID19', 'dkpol']",2021-08-15 11:46:08, / børnelæger i usa slår alarm  rekord mange børn er indlagt med covid   særligt hospitalerne i florida  texas  alabama og mississippi  er hårdt ramt    ørnenemodcovid      ,-4.0
382,,665,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:42:09,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
383,Bjerringbro,1458,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:39:07,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
384,Denmark,15616,10,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:37:04,er der danske politikere og sundhedsmyndigheder  der nu med snart    mdrs  latenstid vil begynde at forholde sig til virkeligheden          ,0.0
385,"Syddanmark, Danmark",1813,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:31:07,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
386,,3709,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:25:38,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
387,Danmark,2217,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:23:07,   her kan du se  hvem det er  der faktatjekker på tjekdet   nogle nyuddannede journalister med undtagelse af én  en bachelor og en bachelorstuderende   konstruktionen er dybt useriøs         ,-2.0
388,Danmark,2217,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:22:57,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
389,,3543,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:21:11,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
390,USA / TR,2359,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 11:18:11,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
