,location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
960,Denmark,30400,7,['covid19dk'],2021-08-12 14:37:50,direktør  har i dag vaccineret elever i popup vaccinationscenteret på euc nordvestsjælland og slotshaven gymnasium i holbæk  det er en del af indsatsen for at øge vaccinationstilslutningen blandt unge  og tak til alle jer  der tog imod tilbuddet ,2.0
961,Aarhus,65449,0,['COVID19dk'],2021-08-12 14:34:36,stærkt  det er der virkelig behov for   ,2.0
962,"Hovedstaden, Danmark",65909,2,"['covid19dk', 'cvdgdk']",2021-08-12 14:31:03,dagens  tal d    /   der meldes i dag om   dødsfald  det giver  fordi ugegennemsnittet er steget til     pr  dag  hvilket forhøjes til    der er ydermere       nye tilfælde  det er    ‰ af de ca         tests  indlagte steget til      ihad    ,-3.0
963,"Aarhus, Danmark",22198,5,['covid19dk'],2021-08-12 14:29:08,og vi gentager  delta gør at man ikke kan regne med at være undtaget fra at blive syg nok til både at blive indlagt og få langtidsvirkninger  selv om man er under      eller      eller     bliv vaccineret  både for din egen og dine omgivelsers skyld  ,-4.0
964,,50534,0,[],2021-08-12 14:18:19,  det er så dejligt og jeg nyder virkelig også at kunne komme der  hvad der er endnu mere vildt er  at der har stået haver tomme til den pris i årevis  det var først da covid   kom og københavnerne fandt ud af  at de fandtes  at de blev lejet ud ,2.0
965,,57546,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 14:06:35,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
966,"Aarhus, Danmark",482,0,[],2021-08-12 14:01:39,  nu er dødeligheden for polio og covid   ikke just     ,0.0
968,Denmark,2248,7,['covid19dk'],2021-08-12 13:58:55,direktør  har i dag vaccineret elever i popup vaccinationscenteret på euc nordvestsjælland og slotshaven gymnasium i holbæk  det er en del af indsatsen for at øge vaccinationstilslutningen blandt unge  og tak til alle jer  der tog imod tilbuddet ,2.0
970,"Galway, Ireland",1638,13,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 13:42:49,   no surprise   se opsummering i tweet herunder af den kendte viden om ekspressionen af ace  i forskellige organer   nyrerne er et af organsystemerne med høj ekspression          ,0.0
971,Nordic,53547,28,"['dkpol', 'dkmedier', 'coronadk', 'covid19dk', 'sundpol', 'dksund']",2021-08-12 13:37:30,israels massevaccination      stigning i hjertestop og hjerteanfald i alderen             stigning i hjerteanfald i alderen               ,0.0
972,Conakry,58179,4,['COVID19'],2021-08-12 13:24:40,primier  visiting   vaccination sites in saulsville attridgeville  ,0.0
973,,434,7,['covid19dk'],2021-08-12 13:23:06,direktør  har i dag vaccineret elever i popup vaccinationscenteret på euc nordvestsjælland og slotshaven gymnasium i holbæk  det er en del af indsatsen for at øge vaccinationstilslutningen blandt unge  og tak til alle jer  der tog imod tilbuddet ,2.0
974,København,1009,0,['COVID19dk'],2021-08-12 13:23:03,nogen der ved  hvor mange af de dagligt nye smittede med covid   i dk  der er færdigvaccineret  ,-2.0
976,"København, Danmark",2409,7,['covid19dk'],2021-08-12 13:19:58,direktør  har i dag vaccineret elever i popup vaccinationscenteret på euc nordvestsjælland og slotshaven gymnasium i holbæk  det er en del af indsatsen for at øge vaccinationstilslutningen blandt unge  og tak til alle jer  der tog imod tilbuddet ,2.0
977,Denmark,5202,0,"['dkmedier', 'COVID19dk', 'Covid_19', 'CovidVaccine', 'nyheder']",2021-08-12 13:17:44,israelsk covid  supermedicin  der behandler    af indlagte godt nok til at de kan forlade hospitalet                  ,2.0
978,"Næstved, Danmark",86,13,"['COVID19', 'Sundpol']",2021-08-12 13:12:20,i dag åbnede region sjælland det første af mange popup vaccinationscentre ved en uddannelsesinstitution   hjalp med at vaccinere eleverne på euc nordvestsjælland i holbæk  stor tilslutning     ,2.0
979,"Aalborg, Nordjylland",10266,2,"['covid19dk', 'cvdgdk']",2021-08-12 13:10:33,dagens  tal d    /   der meldes i dag om   dødsfald  det giver  fordi ugegennemsnittet er steget til     pr  dag  hvilket forhøjes til    der er ydermere       nye tilfælde  det er    ‰ af de ca         tests  indlagte steget til      ihad    ,-3.0
980,"Charlottenlund, Denmark",7823,0,"['COVID19', 'Corona', 'takmennejtak', 'dkpol', 'frivilligt']",2021-08-12 13:09:17,frivilligt   hvis folk ønsker  er jeg sikker på  de kan henvende sig  stop det       pct  har ikke reageret på vaccineinvitation  sundhedsstyrelsen opruster for at få særlig gruppe til at tage vaccinen          ,5.0
981,Nordic,53547,11,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 12:42:31,   der er brug for en hurtig systematisk undersøgelse af ddimer profil efter vaccination for alle de betinget godkendte vacciner  f eks  baseline før                                   dage        ,2.0
982,Nordic,53547,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 12:42:19,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
983,Nordic,53547,13,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 12:36:27,   no surprise   se opsummering i tweet herunder af den kendte viden om ekspressionen af ace  i forskellige organer   nyrerne er et af organsystemerne med høj ekspression          ,0.0
984,South Africa- Gauteng,92529,4,['COVID19'],2021-08-12 12:29:08,primier  visiting   vaccination sites in saulsville attridgeville  ,0.0
985,Copenhagen Denmark ,490,0,"['covid19dk', 'dkpol']",2021-08-12 12:27:02,ja men så må de       ………      ,1.0
986,Syddanmark,343984,5,['covid19dk'],2021-08-12 12:17:05,og vi gentager  delta gør at man ikke kan regne med at være undtaget fra at blive syg nok til både at blive indlagt og få langtidsvirkninger  selv om man er under      eller      eller     bliv vaccineret  både for din egen og dine omgivelsers skyld  ,-4.0
987,"Roskilde, Denmark",47376,5,['covid19dk'],2021-08-12 12:15:14,og vi gentager  delta gør at man ikke kan regne med at være undtaget fra at blive syg nok til både at blive indlagt og få langtidsvirkninger  selv om man er under      eller      eller     bliv vaccineret  både for din egen og dine omgivelsers skyld  ,-4.0
988,Danmark,44462,5,['covid19dk'],2021-08-12 12:14:35,og vi gentager  delta gør at man ikke kan regne med at være undtaget fra at blive syg nok til både at blive indlagt og få langtidsvirkninger  selv om man er under      eller      eller     bliv vaccineret  både for din egen og dine omgivelsers skyld  ,-4.0
989,Københavns vestegn,10592,2,"['covid19dk', 'dkpol']",2021-08-12 12:14:03,i underkanten af        stik i går  i går var endnu en dag med fokus på at genvaccinere folk  godt           stik vs  godt          stik     ,6.0
990,"Samsø, Denmark",35056,2,"['covid19dk', 'cvdgdk']",2021-08-12 12:13:42,dagens  tal d    /   der meldes i dag om   dødsfald  det giver  fordi ugegennemsnittet er steget til     pr  dag  hvilket forhøjes til    der er ydermere       nye tilfælde  det er    ‰ af de ca         tests  indlagte steget til      ihad    ,-3.0
991,Copenhagen,46610,2,"['covid19dk', 'dkpol']",2021-08-12 12:12:34,i underkanten af        stik i går  i går var endnu en dag med fokus på at genvaccinere folk  godt           stik vs  godt          stik     ,6.0
992,"København, Danmark",4190,0,"['sundpol', 'covid19dk']",2021-08-12 12:12:26,gad vide om indlæggelsestallene også afspejler sygeplejerskenes  indtil nu  glemte strejke   noget må jo ske for at lægge pres på   mystisk at så mange indlægges om sommeren   ,-1.0
993,Copenhagen,1569,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 12:10:58,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
994,,45896,10,['covid19dk'],2021-08-12 12:02:35,status  tilslutningen til vaccinationsprogrammet mod covid   er tårnhøj  men der er blandt de     årige en lidt lavere tilslutning end i de andre grupper  vi har sat sejlene ind for at nå de     årige  der endnu ikke har booket tid   ,1.0
995,,8882,0,['covid19dk'],2021-08-12 11:59:35, /   breaking  nye coronatal i dk    positive tests seneste døgn        i går        tests  pcr  seneste døgn         gns    dage         positiv  pcr  seneste døgn       gns    dage        døde seneste døgn     i alt         kilde   ,1.0
996,"København, Danmark",5015,0,"['COVID19', 'VACCINE']",2021-08-12 11:56:49,jeg blev færdigvaccineret i går    selvom jeg ikke er så aktiv herinde for tiden  så slipper i ikke for et post vaccinefejringsselfie    ,1.0
997,"Copenhagen, Denmark",6659,4,"['COVID19', 'CovidVaccine']",2021-08-12 11:56:25,der er dropin i dag kl      i alle vaccinationscentrene i    på bornholm er der dropin kl      i dag    ,0.0
998,"Aalborg,Denmark",16462,10,['covid19dk'],2021-08-12 11:55:46,status  tilslutningen til vaccinationsprogrammet mod covid   er tårnhøj  men der er blandt de     årige en lidt lavere tilslutning end i de andre grupper  vi har sat sejlene ind for at nå de     årige  der endnu ikke har booket tid   ,1.0
1000,"Copenhagen, Denmark",1041,0,"['Corona', 'COVID19']",2021-08-12 11:53:46, øhh måske fordi det er grænsende umuligt at dø med  i den aldersgruppe samtidig med en masse allerede har haft det ved at lade sig frivilligt inficere  efter de sårbare blev vaccineret for måneder siden har selv eksperter sagt  skal behandles som en influenza ,-5.0
1001,,1982,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 11:52:41,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1002,"NRW, CGN",707,0,"['impfenrettetleben', 'ImpfenSchuetzt', 'COVID19']",2021-08-12 11:52:21,denken rettet argumentationsketten  und leben        ,0.0
1003,,503,28,"['dkpol', 'dkmedier', 'coronadk', 'covid19dk', 'sundpol', 'dksund']",2021-08-12 11:51:58,israels massevaccination      stigning i hjertestop og hjerteanfald i alderen             stigning i hjerteanfald i alderen               ,0.0
1004,"KNUST, Ghana.",30869,0,"['sputnikv', 'COVID19', 'ghana', 'focusfm', 'knust']",2021-08-12 11:18:26,sheikh al maktoum returns $    million to ghana after botched sputnik v sale more here        ,0.0
1005,,2927,13,"['COVID19', 'Sundpol']",2021-08-12 11:17:02,i dag åbnede region sjælland det første af mange popup vaccinationscentre ved en uddannelsesinstitution   hjalp med at vaccinere eleverne på euc nordvestsjælland i holbæk  stor tilslutning     ,2.0
1006,,2927,10,['covid19dk'],2021-08-12 11:16:49,status  tilslutningen til vaccinationsprogrammet mod covid   er tårnhøj  men der er blandt de     årige en lidt lavere tilslutning end i de andre grupper  vi har sat sejlene ind for at nå de     årige  der endnu ikke har booket tid   ,1.0
1007,"Samsø, Denmark",35056,10,['covid19dk'],2021-08-12 11:11:11,status  tilslutningen til vaccinationsprogrammet mod covid   er tårnhøj  men der er blandt de     årige en lidt lavere tilslutning end i de andre grupper  vi har sat sejlene ind for at nå de     årige  der endnu ikke har booket tid   ,1.0
1008,Copenhagen,8490,10,['covid19dk'],2021-08-12 11:10:39,status  tilslutningen til vaccinationsprogrammet mod covid   er tårnhøj  men der er blandt de     årige en lidt lavere tilslutning end i de andre grupper  vi har sat sejlene ind for at nå de     årige  der endnu ikke har booket tid   ,1.0
1009,Danmark,323026,10,['covid19dk'],2021-08-12 11:09:03,status  tilslutningen til vaccinationsprogrammet mod covid   er tårnhøj  men der er blandt de     årige en lidt lavere tilslutning end i de andre grupper  vi har sat sejlene ind for at nå de     årige  der endnu ikke har booket tid   ,1.0
1010,,13620,10,['covid19dk'],2021-08-12 11:08:25,status  tilslutningen til vaccinationsprogrammet mod covid   er tårnhøj  men der er blandt de     årige en lidt lavere tilslutning end i de andre grupper  vi har sat sejlene ind for at nå de     årige  der endnu ikke har booket tid   ,1.0
1011,"København, Danmark",2409,10,['covid19dk'],2021-08-12 11:06:05,status  tilslutningen til vaccinationsprogrammet mod covid   er tårnhøj  men der er blandt de     årige en lidt lavere tilslutning end i de andre grupper  vi har sat sejlene ind for at nå de     årige  der endnu ikke har booket tid   ,1.0
1012,,370439,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 11:00:49, så fik videoen her en advarsel om at være misleading fordi health officials consider covid   vaccines safe for most people  men han taler om efficacy ikke safety   magthavere vil definere virkeligheden        ,-1.0
1013,"København, Danmark",992,4,"['COVID19', 'CovidVaccine']",2021-08-12 10:58:38,der er dropin i dag kl      i alle vaccinationscentrene i    på bornholm er der dropin kl      i dag    ,0.0
1014,,7013,28,"['dkpol', 'dkmedier', 'coronadk', 'covid19dk', 'sundpol', 'dksund']",2021-08-12 10:57:09,israels massevaccination      stigning i hjertestop og hjerteanfald i alderen             stigning i hjerteanfald i alderen               ,0.0
1015,"København, Danmark",2000,13,"['COVID19', 'Sundpol']",2021-08-12 10:44:30,i dag åbnede region sjælland det første af mange popup vaccinationscentre ved en uddannelsesinstitution   hjalp med at vaccinere eleverne på euc nordvestsjælland i holbæk  stor tilslutning     ,2.0
1016,Danmark,323026,13,"['COVID19', 'Sundpol']",2021-08-12 10:44:03,i dag åbnede region sjælland det første af mange popup vaccinationscentre ved en uddannelsesinstitution   hjalp med at vaccinere eleverne på euc nordvestsjælland i holbæk  stor tilslutning     ,2.0
1017,,13620,13,"['COVID19', 'Sundpol']",2021-08-12 10:43:56,i dag åbnede region sjælland det første af mange popup vaccinationscentre ved en uddannelsesinstitution   hjalp med at vaccinere eleverne på euc nordvestsjælland i holbæk  stor tilslutning     ,2.0
1018,"København, Danmark",1435,13,"['COVID19', 'Sundpol']",2021-08-12 10:39:49,i dag åbnede region sjælland det første af mange popup vaccinationscentre ved en uddannelsesinstitution   hjalp med at vaccinere eleverne på euc nordvestsjælland i holbæk  stor tilslutning     ,2.0
1019,DK,23646,28,"['dkpol', 'dkmedier', 'coronadk', 'covid19dk', 'sundpol', 'dksund']",2021-08-12 10:37:59,israels massevaccination      stigning i hjertestop og hjerteanfald i alderen             stigning i hjerteanfald i alderen               ,0.0
1020,UK,60650,31,"['CoronaCrisis', 'CoronavirusPandemic', 'COVID19', 'MartyrdomofHussainAS', 'MasjidMubarak', 'JalsaUK', 'Ahmadiyya']",2021-08-12 10:34:13,   short video in german      islamabad tilford   ,0.0
1021,,6044,13,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 10:32:37,   no surprise   se opsummering i tweet herunder af den kendte viden om ekspressionen af ace  i forskellige organer   nyrerne er et af organsystemerne med høj ekspression          ,0.0
1022,Denmark,442,0,[],2021-08-12 10:29:01,   du skal prøve at være lidt mere kristisk i forhold de facebook opslag du ser omkring emnet  ,0.0
1023,,34115,3,"['covid19dk', 'dkmedier']",2021-08-12 10:25:14,denne er dagens must see  om end den er fra     juli     consider yourselves informed      bhakdis vigtige stemme er efterhånden kendt i brede kredse  ,0.0
1024,,862,13,"['COVID19', 'Sundpol']",2021-08-12 10:14:35,i dag åbnede region sjælland det første af mange popup vaccinationscentre ved en uddannelsesinstitution   hjalp med at vaccinere eleverne på euc nordvestsjælland i holbæk  stor tilslutning     ,2.0
1025,"sydhavsøerne v/""havet"" ",65017,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 10:09:50,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1026,"Frederiksberg, Denmark",3777,3,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 10:09:21,   og undersøgelsen kan fint med et tilstrækkeligt antal patienter udføres uden daglig ulejlighed for forsøspersonerne  f eks  med tre grupper  baseline          /             /                     ,1.0
1027,Midtjylland,560,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 10:01:28,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1028,København,33254,3,"['covid19dk', 'dkmedier']",2021-08-12 10:00:08,denne er dagens must see  om end den er fra     juli     consider yourselves informed      bhakdis vigtige stemme er efterhånden kendt i brede kredse  ,0.0
1029,Denmark,1748,1,"['covid19dk', 'dkpol']",2021-08-12 09:55:17,  skriver i liveopdateringen om et smitteudbrud på et plejehjem i kolding  jeg tænker  at den røde understregning er det væsentligste    ,0.0
1030,Denmark,15616,13,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 09:54:54,   no surprise   se opsummering i tweet herunder af den kendte viden om ekspressionen af ace  i forskellige organer   nyrerne er et af organsystemerne med høj ekspression          ,0.0
1031,Denmark,8301,11,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 09:51:50,   der er brug for en hurtig systematisk undersøgelse af ddimer profil efter vaccination for alle de betinget godkendte vacciner  f eks  baseline før                                   dage        ,2.0
1032,"Copenhagen, Denmark",1613,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 09:49:22,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1033,The truth about ardenochrome i,89,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 09:46:04,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1034,Denmark,8301,3,"['covid19dk', 'dkmedier']",2021-08-12 09:45:55,denne er dagens must see  om end den er fra     juli     consider yourselves informed      bhakdis vigtige stemme er efterhånden kendt i brede kredse  ,0.0
1035,,180,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 09:40:16,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1036,Denmark ,109,3,['Covid19dk'],2021-08-12 09:40:02,hvilket ord vil du bruge på det seneste  ½års  restriktioner ,0.0
1037,"Aalborg, Nordjylland",2335,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 09:39:43,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1038,"Nibe, Denmark",1351,1,"['COVID19dk', 'sundpol']",2021-08-12 09:36:52, og mgl træning har efterladt særligt ældre  kronikere og mennesker med handicap med alvorlige udfordringer derfor lancerer  i dag et stort udspil  med løsninger   opfordring til handling     ,1.0
1039,"Aarhus, Danmark",11807,0,"['COVID', 'DeltaVariant']",2021-08-12 09:36:18,i tennessee trues forældrerepræsentanter til en skole for at ville have indført mundbind på deres skole pga   på baggrund af  rammes især børn af virussen og og udgør efterhånden en stor del af indlagte på hospitalerne ,-2.0
1040,"Roskilde, Danmark",2081,13,"['COVID19', 'Sundpol']",2021-08-12 09:34:48,i dag åbnede region sjælland det første af mange popup vaccinationscentre ved en uddannelsesinstitution   hjalp med at vaccinere eleverne på euc nordvestsjælland i holbæk  stor tilslutning     ,2.0
1041,"Copenhagen, Denmark",2422,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 09:32:15,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1042,Capital Region,2326,11,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 09:25:00,   der er brug for en hurtig systematisk undersøgelse af ddimer profil efter vaccination for alle de betinget godkendte vacciner  f eks  baseline før                                   dage        ,2.0
1043,⚜️🇩🇰Denmark~Copenhagen Area,32686,0,['dkpol'],2021-08-12 09:19:15,  wuhan her er grunden til at who sagde lab virus var “usandsynlig”  når kina sidder i    timer  &amp; truer mens de dikterer hvad verdens forskere ikke må skrive i rapport kan man regne med at de skjuler det åbenbare  covid   er menneskeskabt labvirus ,-1.0
1044,Denmark,2557,13,"['COVID19', 'Sundpol']",2021-08-12 09:12:58,i dag åbnede region sjælland det første af mange popup vaccinationscentre ved en uddannelsesinstitution   hjalp med at vaccinere eleverne på euc nordvestsjælland i holbæk  stor tilslutning     ,2.0
1045,,32894,0,['COVID19dk'],2021-08-12 09:10:06, dejligt at restriktionerne er på vej væk  vi skal dog stadig passe meget på  der smittes stadig folk med  i danmark  især med delta varianten    jeg elsker koncerter men jeg vil nok tøve lidt med at gå med til koncerter med så mange deltagere ,1.0
1046,Hvidovre,1125,0,[],2021-08-12 09:08:38,er jeg den eneste der får dårlige nerver når det lille ikon fra brøndby indefra popper op med news i dag    god bedring til de nuværende berørte spillere i  ps  smut covid    ,0.0
1047,"Aarhus, Denmark",926,0,"['covid19dk', 'edtech', 'unipæd', 'aarhusuni']",2021-08-12 09:00:02,min kollega  har skrevet en artikel i   der undersøger   spoiler  positive  effekt på underviseres  n =    fra  og   holdning til brug af  i undervisningen  bliv klogere her   æd  ,2.0
1048,Copenhagen,46610,1,"['covid19dk', 'dkpol']",2021-08-12 08:46:00,  skriver i liveopdateringen om et smitteudbrud på et plejehjem i kolding  jeg tænker  at den røde understregning er det væsentligste    ,0.0
1051,"Syddanmark, Danmark",1589,3,['Covid19dk'],2021-08-12 08:36:48,hvilket ord vil du bruge på det seneste  ½års  restriktioner ,0.0
1052,Profil-billede er fra Esbjerg Ugeavis Bagrundsbilledet er Jennifer Brea fra ME-dokumentarfilmen 'Unrest',5820,0,[],2021-08-12 08:29:53, et godt spørgsmål  men uheldigt at skrive således  “der er ikke dokumenteret senfølger efter ny coronavirus blandt børn og unge” meget tyder på at covid   kan trigge me  se tweet  det må ikke ignoreres  så lægerne må også argumentere for hjælp til de syge og mere forskning  ,3.0
1053,#eUSSR-vassalstate denmark,48495,3,['Covid19dk'],2021-08-12 08:21:28,hvilket ord vil du bruge på det seneste  ½års  restriktioner ,0.0
1054,Denmark,1335,0,"['Covid19', 'RestaurantMast']",2021-08-12 08:20:52,en række restauranter i middelfart kæmper med mangel på personale  flere må sige nej til kunder på grund af manglende hænder  skriver fyns amts avis   manglen på personale kan mærkes på havnefronten i middelfart       ,-7.0
1055,Danmark,93130,1,"['twitterhjerne', 'COVID19dk']",2021-08-12 08:20:03,har lige fået   stik moderna  hvad kan jeg forvente af bivirkninger     ,-2.0
1056,,8929,1,"['twitterhjerne', 'COVID19dk']",2021-08-12 08:19:30,har lige fået   stik moderna  hvad kan jeg forvente af bivirkninger     ,-2.0
1057,,50534,0,[],2021-08-12 08:17:35,   det tror jeg ikke  hvad skal de rige  bruge en kolonihave til  før covid   havde vi grunde til under      kr liggende tomme i årevis,2.0
1058,"København, Danmark",47794,1,"['CoronaDK', 'FrihedDK', 'dkpol']",2021-08-12 08:16:28, message til alle jer coronapanikere derude  ssi siger nu hvad vi andre har sagt hele tiden  tag din vaccine og slap helt af    kunne være fedt hvis panik folkene derude kunne tage en slapper    ,-3.0
1059,Fredericia,8413,0,"['Afstand', 'Corona', 'COVID19']",2021-08-12 08:12:05,opdaterede anbefalinger markerer  at vi er på vej tilbage til en mere normal hverdag  sundhedsstyrelsen har opdateret anbefalingerne til at forebygge smitte  blandt andet er anbefalingen om afstand mellem        ,3.0
1060,Copenhagen,7967,2,"['dkgreen', 'dkpol']",2021-08-12 08:06:13,selvom  siden nedenstående har omorganiseret  så har vi stadig ingen central organisation til at drive og facilitere  omstilling   det skal vi have  ligesom der under covid  peak blev lavet en dedikeret styrelse  styrelsen for forsyningssikkerhed   ,2.0
1061,,4299,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 08:05:31,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1062,,32055,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 08:05:18,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1063,Close to you..,66468,11,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 08:04:44,   der er brug for en hurtig systematisk undersøgelse af ddimer profil efter vaccination for alle de betinget godkendte vacciner  f eks  baseline før                                   dage        ,2.0
1064,Close to you..,66468,5,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 08:04:43,   alle der beskæftiger sig med det her ved eller burde vide  at bl a  endothelceller udtrykker ace           ,0.0
1065,Close to you..,66468,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 08:04:41,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1066,New Delhi,575,2,"['carewithprayer', 'ItipisoBhagavaClubIBCMalaysia', 'covid19']",2021-08-12 08:03:03,help reaches our sisters at karma chokhor dechen nunnery rumtek  sikkim      ,0.0
1067,,4906,11,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 08:02:01,   der er brug for en hurtig systematisk undersøgelse af ddimer profil efter vaccination for alle de betinget godkendte vacciner  f eks  baseline før                                   dage        ,2.0
1068,,4906,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 08:01:50,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
1069,"Frederiksberg, Denmark",3777,11,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 07:58:49,   der er brug for en hurtig systematisk undersøgelse af ddimer profil efter vaccination for alle de betinget godkendte vacciner  f eks  baseline før                                   dage        ,2.0
1070,"Frederiksberg, Denmark",3777,5,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 07:58:48,   alle der beskæftiger sig med det her ved eller burde vide  at bl a  endothelceller udtrykker ace           ,0.0
